exp10_10_1,Number of Total Clusters
Area of Cluster85,0.0
Area of Cluster86,0.0
Area of Cluster87,0.0
Area of Cluster88,0.0
Area of Cluster89,0.0
Area of Cluster90,0.0
Area of Cluster91,0.0
Area of Cluster92,0.0
Area of Cluster93,0.0
Area of Cluster94,0.0
Area of Cluster95,0.0
Area of Cluster96,0.0
Area of Cluster97,0.0
Area of Cluster98,0.0
Area of Cluster99,0.0
Area of Cluster100,0.0
Area of Cluster101,0.0
Area of Cluster102,0.0
Area of Cluster103,0.0
Area of Cluster104,0.0
Area of Cluster105,0.0
Area of Cluster106,0.0
Area of Cluster107,0.0
Area of Cluster108,0.0
Area of Cluster109,0.0
Area of Cluster110,0.0
Area of Cluster111,0.0
Area of Cluster112,0.0
Area of Cluster113,0.0
Area of Cluster114,0.0
Area of Cluster115,0.0
Area of Cluster116,0.0
Area of Cluster117,0.0
Area of Cluster118,0.0
Area of Cluster119,0.0
Area of Cluster120,0.0
Area of Cluster121,0.0
Area of Cluster122,0.0
Area of Cluster123,0.0
Area of Cluster124,0.0
Area of Cluster125,0.0
Area of Cluster126,0.0
Area of Cluster127,0.0
Area of Cluster128,0.0
Area of Cluster129,0.0
Area of Cluster130,0.0
Area of Cluster131,0.0
Area of Cluster132,0.0
Area of Cluster133,0.0
Area of Cluster134,0.0
Area of Cluster135,0.0
Area of Cluster136,0.0
Area of Cluster137,0.0
Area of Cluster138,0.0
Area of Cluster139,0.0
Area of Cluster140,0.0
Area of Cluster141,0.0
Area of Cluster142,0.0
Area of Cluster143,0.0
Area of Cluster144,0.0
Area of Cluster145,0.0
Area of Cluster146,0.0
Area of Cluster147,0.0
Area of Cluster148,0.0
Area of Cluster149,0.0
Area of Cluster150,0.0
Area of Cluster151,0.0
Area of Cluster152,0.0
Area of Cluster153,0.0
Area of Cluster154,0.0
Area of Cluster155,0.0
Area of Cluster156,0.0
Area of Cluster157,0.0
Area of Cluster158,0.0
Area of Cluster159,0.0
Area of Cluster160,0.0
Area of Cluster161,0.0
Area of Cluster162,0.0
Area of Cluster163,0.0
Area of Cluster164,0.0
Area of Cluster165,0.0
Area of Cluster166,0.0
Area of Cluster167,0.0
Area of Cluster168,0.0
Area of Cluster169,0.0
Area of Cluster170,0.0
Area of Cluster171,0.0
Area of Cluster172,0.0
Area of Cluster173,0.0
Area of Cluster174,0.0
Area of Cluster175,0.0
Area of Cluster176,0.0
Area of Cluster177,0.0
Area of Cluster178,0.0
Area of Cluster179,0.0
Area of Cluster180,0.0
Area of Cluster181,0.0
Area of Cluster182,0.0
Area of Cluster183,0.0
Area of Cluster184,0.0
Area of Cluster185,0.0
Area of Cluster186,0.0
Area of Cluster187,0.0
Area of Cluster188,0.0
Area of Cluster189,0.0
Area of Cluster190,0.0
Area of Cluster191,0.0
Area of Cluster192,0.0
Area of Cluster193,0.0
Area of Cluster194,0.0
Area of Cluster195,0.0
Area of Cluster196,0.0
Area of Cluster197,0.0
Area of Cluster198,0.0
Area of Cluster199,0.0
Area of Cluster200,0.0
Area of Cluster201,0.0
Area of Cluster202,0.0
Area of Cluster203,0.0
Area of Cluster204,0.0
Area of Cluster205,0.0
Area of Cluster206,0.0
Area of Cluster207,0.0
Area of Cluster208,0.0
Area of Cluster209,0.0
Area of Cluster210,0.0
Area of Cluster211,0.5
Area of Cluster212,0.5
Area of Cluster213,0.5
Area of Cluster214,0.5
Area of Cluster215,0.5
Area of Cluster216,0.5
Area of Cluster217,0.5
Area of Cluster218,0.5
Area of Cluster219,0.5
Area of Cluster220,0.5
Area of Cluster221,0.5
Area of Cluster222,0.5
Area of Cluster223,0.5
Area of Cluster224,0.5
Area of Cluster225,0.5
Area of Cluster226,0.5
Area of Cluster227,0.5
Area of Cluster228,0.5
Area of Cluster229,0.5
Area of Cluster230,0.5
Area of Cluster231,0.5
Area of Cluster232,0.5
Area of Cluster233,0.5
Area of Cluster234,0.5
Area of Cluster235,0.5
Area of Cluster236,0.5
Area of Cluster237,0.5
Area of Cluster238,0.5
Area of Cluster239,0.5
Area of Cluster240,0.5
Area of Cluster241,0.5
Area of Cluster242,0.5
Area of Cluster243,0.5
Area of Cluster244,0.5
Area of Cluster245,0.5
Area of Cluster246,0.5
Area of Cluster247,1.0
Area of Cluster248,1.0
Area of Cluster249,1.0
Area of Cluster250,1.0
Area of Cluster251,1.0
Area of Cluster252,1.0
Area of Cluster253,1.0
Area of Cluster254,1.0
Area of Cluster255,1.0
Area of Cluster256,1.0
Area of Cluster257,1.0
Area of Cluster258,1.0
Area of Cluster259,1.0
Area of Cluster260,1.0
Area of Cluster261,1.0
Area of Cluster262,1.0
Area of Cluster263,1.0
Area of Cluster264,1.0
Area of Cluster265,1.0
Area of Cluster266,1.0
Area of Cluster267,1.0
Area of Cluster268,1.0
Area of Cluster269,1.0
Area of Cluster270,1.0
Area of Cluster271,1.0
Area of Cluster272,1.0
Area of Cluster273,1.0
Area of Cluster274,1.0
Area of Cluster275,1.0
Area of Cluster276,1.0
Area of Cluster277,1.0
Area of Cluster278,1.0
Area of Cluster279,1.0
Area of Cluster280,1.0
Area of Cluster281,1.0
Area of Cluster282,1.0
Area of Cluster283,1.0
Area of Cluster284,1.0
Area of Cluster285,1.0
Area of Cluster286,1.0
Area of Cluster287,1.0
Area of Cluster288,1.0
Area of Cluster289,1.0
Area of Cluster290,1.0
Area of Cluster291,1.0
Area of Cluster292,1.0
Area of Cluster293,1.0
Area of Cluster294,1.0
Area of Cluster295,1.0
Area of Cluster296,1.0
Area of Cluster297,1.0
Area of Cluster298,1.0
Area of Cluster299,1.0
Area of Cluster300,1.0
Area of Cluster301,1.0
Area of Cluster302,1.0
Area of Cluster303,1.0
Area of Cluster304,1.0
Area of Cluster305,1.0
Area of Cluster306,1.0
Area of Cluster307,1.0
Area of Cluster308,1.0
Area of Cluster309,1.0
Area of Cluster310,1.0
Area of Cluster311,1.0
Area of Cluster312,1.0
Area of Cluster313,1.0
Area of Cluster314,1.0
Area of Cluster315,1.0
Area of Cluster316,1.0
Area of Cluster317,1.0
Area of Cluster318,1.5
Area of Cluster319,1.5
Area of Cluster320,1.5
Area of Cluster321,1.5
Area of Cluster322,1.5
Area of Cluster323,1.5
Area of Cluster324,1.5
Area of Cluster325,1.5
Area of Cluster326,1.5
Area of Cluster327,1.5
Area of Cluster328,1.5
Area of Cluster329,1.5
Area of Cluster330,1.5
Area of Cluster331,1.5
Area of Cluster332,1.5
Area of Cluster333,1.5
Area of Cluster334,1.5
Area of Cluster335,1.5
Area of Cluster336,1.5
Area of Cluster337,1.5
Area of Cluster338,1.5
Area of Cluster339,1.5
Area of Cluster340,1.5
Area of Cluster341,1.5
Area of Cluster342,1.5
Area of Cluster343,1.5
Area of Cluster344,1.5
Area of Cluster345,1.5
Area of Cluster346,1.5
Area of Cluster347,1.5
Area of Cluster348,1.5
Area of Cluster349,1.5
Area of Cluster350,1.5
Area of Cluster351,1.5
Area of Cluster352,1.5
Area of Cluster353,1.5
Area of Cluster354,1.5
Area of Cluster355,1.5
Area of Cluster356,1.5
Area of Cluster357,1.5
Area of Cluster358,1.5
Area of Cluster359,1.5
Area of Cluster360,1.5
Area of Cluster361,2.0
Area of Cluster362,2.0
Area of Cluster363,2.0
Area of Cluster364,2.0
Area of Cluster365,2.0
Area of Cluster366,2.0
Area of Cluster367,2.0
Area of Cluster368,2.0
Area of Cluster369,2.0
Area of Cluster370,2.0
Area of Cluster371,2.0
Area of Cluster372,2.0
Area of Cluster373,2.0
Area of Cluster374,2.0
Area of Cluster375,2.0
Area of Cluster376,2.0
Area of Cluster377,2.0
Area of Cluster378,2.0
Area of Cluster379,2.0
Area of Cluster380,2.0
Area of Cluster381,2.0
Area of Cluster382,2.0
Area of Cluster383,2.0
Area of Cluster384,2.0
Area of Cluster385,2.0
Area of Cluster386,2.0
Area of Cluster387,2.0
Area of Cluster388,2.0
Area of Cluster389,2.0
Area of Cluster390,2.0
Area of Cluster391,2.0
Area of Cluster392,2.0
Area of Cluster393,2.0
Area of Cluster394,2.0
Area of Cluster395,2.0
Area of Cluster396,2.0
Area of Cluster397,2.0
Area of Cluster398,2.0
Area of Cluster399,2.0
Area of Cluster400,2.0
Area of Cluster401,2.0
Area of Cluster402,2.0
Area of Cluster403,2.0
Area of Cluster404,2.0
Area of Cluster405,2.5
Area of Cluster406,2.5
Area of Cluster407,2.5
Area of Cluster408,2.5
Area of Cluster409,2.5
Area of Cluster410,2.5
Area of Cluster411,2.5
Area of Cluster412,2.5
Area of Cluster413,2.5
Area of Cluster414,2.5
Area of Cluster415,2.5
Area of Cluster416,2.5
Area of Cluster417,2.5
Area of Cluster418,2.5
Area of Cluster419,2.5
Area of Cluster420,2.5
Area of Cluster421,2.5
Area of Cluster422,2.5
Area of Cluster423,3.0
Area of Cluster424,3.0
Area of Cluster425,3.0
Area of Cluster426,3.0
Area of Cluster427,3.0
Area of Cluster428,3.0
Area of Cluster429,3.0
Area of Cluster430,3.0
Area of Cluster431,3.0
Area of Cluster432,3.0
Area of Cluster433,3.0
Area of Cluster434,3.0
Area of Cluster435,3.0
Area of Cluster436,3.0
Area of Cluster437,3.0
Area of Cluster438,3.0
Area of Cluster439,3.0
Area of Cluster440,3.0
Area of Cluster441,3.0
Area of Cluster442,3.0
Area of Cluster443,3.0
Area of Cluster444,3.0
Area of Cluster445,3.0
Area of Cluster446,3.0
Area of Cluster447,3.0
Area of Cluster448,3.0
Area of Cluster449,3.5
Area of Cluster450,3.5
Area of Cluster451,3.5
Area of Cluster452,3.5
Area of Cluster453,3.5
Area of Cluster454,3.5
Area of Cluster455,3.5
Area of Cluster456,3.5
Area of Cluster457,3.5
Area of Cluster458,3.5
Area of Cluster459,3.5
Area of Cluster460,3.5
Area of Cluster461,4.0
Area of Cluster462,4.0
Area of Cluster463,4.0
Area of Cluster464,4.0
Area of Cluster465,4.0
Area of Cluster466,4.0
Area of Cluster467,4.0
Area of Cluster468,4.0
Area of Cluster469,4.0
Area of Cluster470,4.0
Area of Cluster471,4.0
Area of Cluster472,4.0
Area of Cluster473,4.0
Area of Cluster474,4.0
Area of Cluster475,4.0
Area of Cluster476,4.0
Area of Cluster477,4.5
Area of Cluster478,4.5
Area of Cluster479,4.5
Area of Cluster480,4.5
Area of Cluster481,5.0
Area of Cluster482,5.0
Area of Cluster483,5.0
Area of Cluster484,5.0
Area of Cluster485,5.0
Area of Cluster486,5.0
Area of Cluster487,5.0
Area of Cluster488,5.0
Area of Cluster489,5.0
Area of Cluster490,5.0
Area of Cluster491,5.0
Area of Cluster492,5.0
Area of Cluster493,5.0
Area of Cluster494,5.0
Area of Cluster495,5.5
Area of Cluster496,5.5
Area of Cluster497,5.5
Area of Cluster498,5.5
Area of Cluster499,5.5
Area of Cluster500,5.5
Area of Cluster501,5.5
Area of Cluster502,5.5
Area of Cluster503,5.5
Area of Cluster504,5.5
Area of Cluster505,5.5
Area of Cluster506,6.0
Area of Cluster507,6.0
Area of Cluster508,6.0
Area of Cluster509,6.0
Area of Cluster510,6.0
Area of Cluster511,6.0
Area of Cluster512,6.0
Area of Cluster513,6.0
Area of Cluster514,6.5
Area of Cluster515,6.5
Area of Cluster516,6.5
Area of Cluster517,6.5
Area of Cluster518,6.5
Area of Cluster519,6.5
Area of Cluster520,6.5
Area of Cluster521,6.5
Area of Cluster522,6.5
Area of Cluster523,6.5
Area of Cluster524,7.0
Area of Cluster525,7.0
Area of Cluster526,7.0
Area of Cluster527,7.0
Area of Cluster528,7.0
Area of Cluster529,7.0
Area of Cluster530,7.5
Area of Cluster531,7.5
Area of Cluster532,7.5
Area of Cluster533,7.5
Area of Cluster534,7.5
Area of Cluster535,7.5
Area of Cluster536,7.5
Area of Cluster537,7.5
Area of Cluster538,7.5
Area of Cluster539,7.5
Area of Cluster540,7.5
Area of Cluster541,8.0
Area of Cluster542,8.0
Area of Cluster543,8.0
Area of Cluster544,8.0
Area of Cluster545,8.0
Area of Cluster546,8.0
Area of Cluster547,8.0
Area of Cluster548,8.5
Area of Cluster549,8.5
Area of Cluster550,8.5
Area of Cluster551,8.5
Area of Cluster552,8.5
Area of Cluster553,8.5
Area of Cluster554,8.5
Area of Cluster555,8.5
Area of Cluster556,8.5
Area of Cluster557,8.5
Area of Cluster558,8.5
Area of Cluster559,8.5
Area of Cluster560,9.0
Area of Cluster561,9.0
Area of Cluster562,9.0
Area of Cluster563,9.0
Area of Cluster564,9.0
Area of Cluster565,9.0
Area of Cluster566,9.5
Area of Cluster567,9.5
Area of Cluster568,9.5
Area of Cluster569,10.0
Area of Cluster570,10.0
Area of Cluster571,10.0
Area of Cluster572,10.0
Area of Cluster573,10.0
Area of Cluster574,10.0
Area of Cluster575,10.0
Area of Cluster576,10.5
Area of Cluster577,10.5
Area of Cluster578,10.5
Area of Cluster579,10.5
Area of Cluster580,10.5
Area of Cluster581,10.5
Area of Cluster582,10.5
Area of Cluster583,10.5
Area of Cluster584,10.5
Area of Cluster585,11.0
Area of Cluster586,11.0
Area of Cluster587,11.0
Area of Cluster588,11.5
Area of Cluster589,11.5
Area of Cluster590,11.5
Area of Cluster591,12.0
Area of Cluster592,12.0
Area of Cluster593,12.0
Area of Cluster594,12.5
Area of Cluster595,12.5
Area of Cluster596,12.5
Area of Cluster597,12.5
Area of Cluster598,12.5
Area of Cluster599,12.5
Area of Cluster600,12.5
Area of Cluster601,12.5
Area of Cluster602,13.0
Area of Cluster603,13.0
Area of Cluster604,13.0
Area of Cluster605,13.0
Area of Cluster606,13.5
Area of Cluster607,13.5
Area of Cluster608,13.5
Area of Cluster609,13.5
Area of Cluster610,13.5
Area of Cluster611,13.5
Area of Cluster612,13.5
Area of Cluster613,13.5
Area of Cluster614,14.0
Area of Cluster615,14.0
Area of Cluster616,14.0
Area of Cluster617,14.0
Area of Cluster618,14.0
Area of Cluster619,14.0
Area of Cluster620,14.5
Area of Cluster621,14.5
Area of Cluster622,14.5
Area of Cluster623,14.5
Area of Cluster624,15.0
Area of Cluster625,15.0
Area of Cluster626,15.0
Area of Cluster627,15.5
Area of Cluster628,15.5
Area of Cluster629,15.5
Area of Cluster630,15.5
Area of Cluster631,15.5
Area of Cluster632,16.0
Area of Cluster633,16.0
Area of Cluster634,16.0
Area of Cluster635,16.0
Area of Cluster636,16.0
Area of Cluster637,16.5
Area of Cluster638,16.5
Area of Cluster639,16.5
Area of Cluster640,16.5
Area of Cluster641,16.5
Area of Cluster642,16.5
Area of Cluster643,16.5
Area of Cluster644,16.5
Area of Cluster645,17.0
Area of Cluster646,17.0
Area of Cluster647,17.5
Area of Cluster648,17.5
Area of Cluster649,17.5
Area of Cluster650,17.5
Area of Cluster651,17.5
Area of Cluster652,17.5
Area of Cluster653,17.5
Area of Cluster654,18.0
Area of Cluster655,18.0
Area of Cluster656,18.0
Area of Cluster657,18.0
Area of Cluster658,18.0
Area of Cluster659,18.5
Area of Cluster660,18.5
Area of Cluster661,18.5
Area of Cluster662,19.0
Area of Cluster663,19.0
Area of Cluster664,19.0
Area of Cluster665,19.5
Area of Cluster666,19.5
Area of Cluster667,20.0
Area of Cluster668,20.0
Area of Cluster669,20.5
Area of Cluster670,20.5
Area of Cluster671,21.0
Area of Cluster672,21.0
Area of Cluster673,21.0
Area of Cluster674,21.5
Area of Cluster675,21.5
Area of Cluster676,21.5
Area of Cluster677,21.5
Area of Cluster678,22.0
Area of Cluster679,22.0
Area of Cluster680,22.0
Area of Cluster681,22.0
Area of Cluster682,22.0
Area of Cluster683,22.5
Area of Cluster684,22.5
Area of Cluster685,23.0
Area of Cluster686,23.0
Area of Cluster687,23.5
Area of Cluster688,23.5
Area of Cluster689,24.0
Area of Cluster690,24.0
Area of Cluster691,24.5
Area of Cluster692,24.5
Area of Cluster693,24.5
Area of Cluster694,24.5
Area of Cluster695,24.5
Area of Cluster696,25.0
Area of Cluster697,25.0
Area of Cluster698,25.5
Area of Cluster699,25.5
Area of Cluster700,26.0
Area of Cluster701,26.0
Area of Cluster702,26.5
Area of Cluster703,26.5
Area of Cluster704,27.0
Area of Cluster705,27.0
Area of Cluster706,27.0
Area of Cluster707,27.5
Area of Cluster708,27.5
Area of Cluster709,27.5
Area of Cluster710,28.0
Area of Cluster711,28.0
Area of Cluster712,28.0
Area of Cluster713,28.5
Area of Cluster714,28.5
Area of Cluster715,29.0
Area of Cluster716,29.0
Area of Cluster717,29.0
Area of Cluster718,29.5
Area of Cluster719,29.5
Area of Cluster720,30.0
Area of Cluster721,30.0
Area of Cluster722,30.0
Area of Cluster723,30.5
Area of Cluster724,30.5
Area of Cluster725,30.5
Area of Cluster726,31.0
Area of Cluster727,31.0
Area of Cluster728,31.5
Area of Cluster729,31.5
Area of Cluster730,31.5
Area of Cluster731,32.0
Area of Cluster732,32.0
Area of Cluster733,32.0
Area of Cluster734,32.0
Area of Cluster735,32.0
Area of Cluster736,32.0
Area of Cluster737,32.0
Area of Cluster738,32.5
Area of Cluster739,33.0
Area of Cluster740,33.0
Area of Cluster741,33.5
Area of Cluster742,34.0
Area of Cluster743,34.0
Area of Cluster744,34.0
Area of Cluster745,34.5
Area of Cluster746,34.5
Area of Cluster747,35.0
Area of Cluster748,35.0
Area of Cluster749,35.0
Area of Cluster750,35.0
Area of Cluster751,35.5
Area of Cluster752,35.5
Area of Cluster753,35.5
Area of Cluster754,35.5
Area of Cluster755,36.0
Area of Cluster756,36.0
Area of Cluster757,36.0
Area of Cluster758,36.5
Area of Cluster759,36.5
Area of Cluster760,37.0
Area of Cluster761,37.5
Area of Cluster762,37.5
Area of Cluster763,37.5
Area of Cluster764,38.0
Area of Cluster765,38.0
Area of Cluster766,38.0
Area of Cluster767,38.0
Area of Cluster768,38.0
Area of Cluster769,38.0
Area of Cluster770,38.5
Area of Cluster771,39.0
Area of Cluster772,39.0
Area of Cluster773,39.5
Area of Cluster774,39.5
Area of Cluster775,40.0
Area of Cluster776,40.5
Area of Cluster777,40.5
Area of Cluster778,40.5
Area of Cluster779,40.5
Area of Cluster780,41.0
Area of Cluster781,41.0
Area of Cluster782,41.5
Area of Cluster783,42.0
Area of Cluster784,42.0
Area of Cluster785,42.5
Area of Cluster786,42.5
Area of Cluster787,43.5
Area of Cluster788,43.5
Area of Cluster789,43.5
Area of Cluster790,44.0
Area of Cluster791,44.0
Area of Cluster792,44.5
Area of Cluster793,44.5
Area of Cluster794,44.5
Area of Cluster795,45.0
Area of Cluster796,45.0
Area of Cluster797,45.0
Area of Cluster798,45.5
Area of Cluster799,45.5
Area of Cluster800,46.5
Area of Cluster801,46.5
Area of Cluster802,46.5
Area of Cluster803,47.5
Area of Cluster804,47.5
Area of Cluster805,48.0
Area of Cluster806,48.0
Area of Cluster807,48.5
Area of Cluster808,48.5
Area of Cluster809,48.5
Area of Cluster810,48.5
Area of Cluster811,49.0
Area of Cluster812,49.5
Area of Cluster813,49.5
Area of Cluster814,49.5
Area of Cluster815,49.5
Area of Cluster816,50.0
Area of Cluster817,50.5
Area of Cluster818,50.5
Area of Cluster819,51.0
Area of Cluster820,52.0
Area of Cluster821,52.5
Area of Cluster822,52.5
Area of Cluster823,53.0
Area of Cluster824,53.0
Area of Cluster825,53.5
Area of Cluster826,54.0
Area of Cluster827,54.0
Area of Cluster828,54.0
Area of Cluster829,55.0
Area of Cluster830,55.0
Area of Cluster831,55.0
Area of Cluster832,56.0
Area of Cluster833,56.5
Area of Cluster834,56.5
Area of Cluster835,57.0
Area of Cluster836,57.0
Area of Cluster837,57.0
Area of Cluster838,57.5
Area of Cluster839,58.0
Area of Cluster840,59.0
Area of Cluster841,59.0
Area of Cluster842,59.5
Area of Cluster843,60.0
Area of Cluster844,61.0
Area of Cluster845,61.0
Area of Cluster846,61.0
Area of Cluster847,61.5
Area of Cluster848,61.5
Area of Cluster849,62.0
Area of Cluster850,62.5
Area of Cluster851,62.5
Area of Cluster852,62.5
Area of Cluster853,62.5
Area of Cluster854,63.0
Area of Cluster855,63.5
Area of Cluster856,64.0
Area of Cluster857,65.0
Area of Cluster858,65.0
Area of Cluster859,65.5
Area of Cluster860,66.0
Area of Cluster861,66.5
Area of Cluster862,67.0
Area of Cluster863,67.0
Area of Cluster864,67.5
Area of Cluster865,67.5
Area of Cluster866,67.5
Area of Cluster867,67.5
Area of Cluster868,69.0
Area of Cluster869,69.5
Area of Cluster870,70.0
Area of Cluster871,70.5
Area of Cluster872,71.0
Area of Cluster873,72.5
Area of Cluster874,72.5
Area of Cluster875,72.5
Area of Cluster876,72.5
Area of Cluster877,73.0
Area of Cluster878,73.5
Area of Cluster879,73.5
Area of Cluster880,73.5
Area of Cluster881,74.0
Area of Cluster882,74.0
Area of Cluster883,75.0
Area of Cluster884,75.0
Area of Cluster885,75.0
Area of Cluster886,76.0
Area of Cluster887,76.0
Area of Cluster888,76.0
Area of Cluster889,76.5
Area of Cluster890,76.5
Area of Cluster891,77.5
Area of Cluster892,77.5
Area of Cluster893,78.0
Area of Cluster894,78.0
Area of Cluster895,78.0
Area of Cluster896,79.0
Area of Cluster897,79.0
Area of Cluster898,79.5
Area of Cluster899,81.0
Area of Cluster900,81.0
Area of Cluster901,82.5
Area of Cluster902,82.5
Area of Cluster903,83.0
Area of Cluster904,83.5
Area of Cluster905,85.5
Area of Cluster906,86.0
Area of Cluster907,86.5
Area of Cluster908,87.0
Area of Cluster909,87.5
Area of Cluster910,88.0
Area of Cluster911,89.0
Area of Cluster912,89.5
Area of Cluster913,89.5
Area of Cluster914,90.0
Area of Cluster915,91.0
Area of Cluster916,91.5
Area of Cluster917,91.5
Area of Cluster918,91.5
Area of Cluster919,91.5
Area of Cluster920,92.0
Area of Cluster921,92.0
Area of Cluster922,92.0
Area of Cluster923,93.0
Area of Cluster924,93.5
Area of Cluster925,94.0
Area of Cluster926,94.0
Area of Cluster927,94.0
Area of Cluster928,94.0
Area of Cluster929,94.5
Area of Cluster930,96.0
Area of Cluster931,96.0
Area of Cluster932,97.0
Area of Cluster933,97.0
Area of Cluster934,97.0
Area of Cluster935,98.5
Area of Cluster936,101.5
Area of Cluster937,102.0
Area of Cluster938,102.5
Area of Cluster939,103.5
Area of Cluster940,104.5
Area of Cluster941,105.0
Area of Cluster942,106.0
Area of Cluster943,106.5
Area of Cluster944,106.5
Area of Cluster945,107.0
Area of Cluster946,107.5
Area of Cluster947,108.0
Area of Cluster948,108.0
Area of Cluster949,108.0
Area of Cluster950,110.0
Area of Cluster951,110.5
Area of Cluster952,113.0
Area of Cluster953,114.5
Area of Cluster954,114.5
Area of Cluster955,118.5
Area of Cluster956,119.5
Area of Cluster957,122.0
Area of Cluster958,122.0
Area of Cluster959,125.0
Area of Cluster960,125.5
Area of Cluster961,126.0
Area of Cluster962,126.5
Area of Cluster963,127.0
Area of Cluster964,128.0
Area of Cluster965,129.0
Area of Cluster966,129.5
Area of Cluster967,130.0
Area of Cluster968,130.0
Area of Cluster969,131.0
Area of Cluster970,132.5
Area of Cluster971,133.0
Area of Cluster972,133.5
Area of Cluster973,136.5
Area of Cluster974,136.5
Area of Cluster975,137.0
Area of Cluster976,138.0
Area of Cluster977,139.0
Area of Cluster978,142.5
Area of Cluster979,143.0
Area of Cluster980,144.5
Area of Cluster981,146.5
Area of Cluster982,147.5
Area of Cluster983,147.5
Area of Cluster984,150.5
Area of Cluster985,151.0
Area of Cluster986,152.5
Area of Cluster987,156.5
Area of Cluster988,157.5
Area of Cluster989,158.5
Area of Cluster990,159.0
Area of Cluster991,159.0
Area of Cluster992,159.0
Area of Cluster993,159.0
Area of Cluster994,161.0
Area of Cluster995,161.0
Area of Cluster996,161.5
Area of Cluster997,163.0
Area of Cluster998,166.5
Area of Cluster999,167.0
Area of Cluster1000,167.5
Area of Cluster1001,168.5
Area of Cluster1002,168.5
Area of Cluster1003,169.0
Area of Cluster1004,169.0
Area of Cluster1005,170.5
Area of Cluster1006,175.5
Area of Cluster1007,176.5
Area of Cluster1008,177.0
Area of Cluster1009,180.0
Area of Cluster1010,181.0
Area of Cluster1011,181.5
Area of Cluster1012,185.5
Area of Cluster1013,186.0
Area of Cluster1014,186.0
Area of Cluster1015,188.5
Area of Cluster1016,190.5
Area of Cluster1017,193.0
Area of Cluster1018,196.0
Area of Cluster1019,201.5
Area of Cluster1020,205.0
Area of Cluster1021,215.5
Area of Cluster1022,216.5
Area of Cluster1023,220.0
Area of Cluster1024,220.5
Area of Cluster1025,221.0
Area of Cluster1026,221.5
Area of Cluster1027,231.0
Area of Cluster1028,231.0
Area of Cluster1029,235.5
Area of Cluster1030,236.5
Area of Cluster1031,242.5
Area of Cluster1032,247.5
Area of Cluster1033,247.5
Area of Cluster1034,248.5
Area of Cluster1035,254.0
Area of Cluster1036,257.5
Area of Cluster1037,262.0
Area of Cluster1038,262.5
Area of Cluster1039,269.5
Area of Cluster1040,269.5
Area of Cluster1041,273.5
Area of Cluster1042,273.5
Area of Cluster1043,277.0
Area of Cluster1044,277.0
Area of Cluster1045,280.5
Area of Cluster1046,284.5
Area of Cluster1047,287.5
Area of Cluster1048,290.5
Area of Cluster1049,291.0
Area of Cluster1050,292.5
Area of Cluster1051,314.0
Area of Cluster1052,314.5
Area of Cluster1053,317.0
Area of Cluster1054,329.0
Area of Cluster1055,330.0
Area of Cluster1056,333.0
Area of Cluster1057,336.5
Area of Cluster1058,351.0
Area of Cluster1059,358.5
Area of Cluster1060,361.0
Area of Cluster1061,363.5
Area of Cluster1062,364.5
Area of Cluster1063,374.5
Area of Cluster1064,377.5
Area of Cluster1065,386.5
Area of Cluster1066,388.0
Area of Cluster1067,388.5
Area of Cluster1068,388.5
